timestamp,Position Value,datetime
1715893500000.0,0.0,2024-05-16 21:05:00
1715893800000.0,0.0,2024-05-16 21:10:00
1715894100000.0,0.0,2024-05-16 21:15:00
1715894400000.0,0.0,2024-05-16 21:20:00
1715894700000.0,0.0,2024-05-16 21:25:00
1715895000000.0,0.0,2024-05-16 21:30:00
1715895300000.0,0.0,2024-05-16 21:35:00
1715895600000.0,0.0,2024-05-16 21:40:00
1715895900000.0,0.0,2024-05-16 21:45:00
1715896200000.0,0.0,2024-05-16 21:50:00
1715896500000.0,0.0,2024-05-16 21:55:00
1715896800000.0,0.0,2024-05-16 22:00:00
1715897100000.0,0.0,2024-05-16 22:05:00
1715897400000.0,0.0,2024-05-16 22:10:00
1715897700000.0,0.0,2024-05-16 22:15:00
1715898000000.0,0.0,2024-05-16 22:20:00
1715898300000.0,0.0,2024-05-16 22:25:00
1715898600000.0,0.0,2024-05-16 22:30:00
1715898900000.0,0.0,2024-05-16 22:35:00
1715899200000.0,0.0,2024-05-16 22:40:00
1715899500000.0,0.0,2024-05-16 22:45:00
1715899800000.0,0.0,2024-05-16 22:50:00
1715900100000.0,0.0,2024-05-16 22:55:00
1715900400000.0,0.0,2024-05-16 23:00:00
1715900700000.0,0.0,2024-05-16 23:05:00
1715901000000.0,0.0,2024-05-16 23:10:00
1715901300000.0,0.0,2024-05-16 23:15:00
1715901600000.0,0.0,2024-05-16 23:20:00
1715901900000.0,0.0,2024-05-16 23:25:00
1715902200000.0,0.0,2024-05-16 23:30:00
1715902500000.0,0.0,2024-05-16 23:35:00
1715902800000.0,0.0,2024-05-16 23:40:00
1715903100000.0,0.0,2024-05-16 23:45:00
1715903400000.0,0.0,2024-05-16 23:50:00
1715903700000.0,0.0,2024-05-16 23:55:00
1715904000000.0,0.0,2024-05-17 00:00:00
1715904300000.0,0.0,2024-05-17 00:05:00
1715904600000.0,0.0,2024-05-17 00:10:00
1715904900000.0,0.0,2024-05-17 00:15:00
1715905200000.0,0.0,2024-05-17 00:20:00
1715905500000.0,0.0,2024-05-17 00:25:00
1715905800000.0,0.0,2024-05-17 00:30:00
1715906100000.0,0.0,2024-05-17 00:35:00
1715906400000.0,0.0,2024-05-17 00:40:00
1715906700000.0,0.0,2024-05-17 00:45:00
1715907000000.0,0.0,2024-05-17 00:50:00
1715907300000.0,0.0,2024-05-17 00:55:00
1715907600000.0,0.0,2024-05-17 01:00:00
1715907900000.0,0.0,2024-05-17 01:05:00
1715908200000.0,0.0,2024-05-17 01:10:00
1715908500000.0,0.0,2024-05-17 01:15:00
1715908800000.0,0.0,2024-05-17 01:20:00
1715909100000.0,0.0,2024-05-17 01:25:00
1715909400000.0,0.0,2024-05-17 01:30:00
1715909700000.0,0.0,2024-05-17 01:35:00
1715910000000.0,0.0,2024-05-17 01:40:00
1715910300000.0,0.0,2024-05-17 01:45:00
1715910600000.0,0.0,2024-05-17 01:50:00
1715910900000.0,0.0,2024-05-17 01:55:00
1715911200000.0,0.0,2024-05-17 02:00:00
1715911500000.0,0.0,2024-05-17 02:05:00
1715911800000.0,0.0,2024-05-17 02:10:00
1715912100000.0,0.0,2024-05-17 02:15:00
1715912400000.0,0.0,2024-05-17 02:20:00
1715912700000.0,0.0,2024-05-17 02:25:00
1715913000000.0,0.0,2024-05-17 02:30:00
1715913300000.0,0.0,2024-05-17 02:35:00
1715913600000.0,0.0,2024-05-17 02:40:00
1715913900000.0,0.0,2024-05-17 02:45:00
1715914200000.0,0.0,2024-05-17 02:50:00
1715914500000.0,0.0,2024-05-17 02:55:00
1715914800000.0,0.0,2024-05-17 03:00:00
1715915100000.0,0.0,2024-05-17 03:05:00
1715915400000.0,0.0,2024-05-17 03:10:00
1715915700000.0,0.0,2024-05-17 03:15:00
1715916000000.0,0.0,2024-05-17 03:20:00
1715916300000.0,0.0,2024-05-17 03:25:00
1715916600000.0,0.0,2024-05-17 03:30:00
1715916900000.0,0.0,2024-05-17 03:35:00
1715917200000.0,0.0,2024-05-17 03:40:00
1715917500000.0,0.0,2024-05-17 03:45:00
1715917800000.0,0.0,2024-05-17 03:50:00
1715918100000.0,0.0,2024-05-17 03:55:00
1715918400000.0,0.0,2024-05-17 04:00:00
1715918700000.0,0.0,2024-05-17 04:05:00
1715919000000.0,0.0,2024-05-17 04:10:00
1715919300000.0,0.0,2024-05-17 04:15:00
1715919600000.0,0.0,2024-05-17 04:20:00
1715919900000.0,0.0,2024-05-17 04:25:00
1715920200000.0,0.0,2024-05-17 04:30:00
1715920500000.0,0.0,2024-05-17 04:35:00
1715920800000.0,0.0,2024-05-17 04:40:00
1715921100000.0,0.0,2024-05-17 04:45:00
1715921400000.0,0.0,2024-05-17 04:50:00
1715921700000.0,0.0,2024-05-17 04:55:00
1715922000000.0,0.0,2024-05-17 05:00:00
1715922300000.0,0.0,2024-05-17 05:05:00
1715922600000.0,0.0,2024-05-17 05:10:00
1715922900000.0,0.0,2024-05-17 05:15:00
1715923200000.0,0.0,2024-05-17 05:20:00
1715923500000.0,0.0,2024-05-17 05:25:00
1715923800000.0,0.0,2024-05-17 05:30:00
1715924100000.0,0.0,2024-05-17 05:35:00
1715924400000.0,0.0,2024-05-17 05:40:00
1715924700000.0,0.0,2024-05-17 05:45:00
1715925000000.0,0.0,2024-05-17 05:50:00
1715925300000.0,0.0,2024-05-17 05:55:00
1715925600000.0,0.0,2024-05-17 06:00:00
1715925900000.0,0.0,2024-05-17 06:05:00
1715926200000.0,0.0,2024-05-17 06:10:00
1715926500000.0,0.0,2024-05-17 06:15:00
1715926800000.0,0.0,2024-05-17 06:20:00
1715927100000.0,0.0,2024-05-17 06:25:00
1715927400000.0,0.0,2024-05-17 06:30:00
1715927700000.0,0.0,2024-05-17 06:35:00
1715928000000.0,0.0,2024-05-17 06:40:00
1715928300000.0,0.0,2024-05-17 06:45:00
1715928600000.0,0.0,2024-05-17 06:50:00
1715928900000.0,0.0,2024-05-17 06:55:00
1715929200000.0,0.0,2024-05-17 07:00:00
1715929500000.0,0.0,2024-05-17 07:05:00
1715929800000.0,0.0,2024-05-17 07:10:00
1715930100000.0,0.0,2024-05-17 07:15:00
1715930400000.0,0.0,2024-05-17 07:20:00
1715930700000.0,0.0,2024-05-17 07:25:00
1715931000000.0,0.0,2024-05-17 07:30:00
1715931300000.0,0.0,2024-05-17 07:35:00
1715931600000.0,0.0,2024-05-17 07:40:00
1715931900000.0,0.0,2024-05-17 07:45:00
1715932200000.0,0.0,2024-05-17 07:50:00
1715932500000.0,0.0,2024-05-17 07:55:00
1715932800000.0,0.0,2024-05-17 08:00:00
1715933100000.0,0.0,2024-05-17 08:05:00
1715933400000.0,0.0,2024-05-17 08:10:00
1715933700000.0,0.0,2024-05-17 08:15:00
1715934000000.0,0.0,2024-05-17 08:20:00
1715934300000.0,0.0,2024-05-17 08:25:00
1715934600000.0,0.0,2024-05-17 08:30:00
1715934900000.0,0.0,2024-05-17 08:35:00
1715935200000.0,0.0,2024-05-17 08:40:00
1715935500000.0,0.0,2024-05-17 08:45:00
1715935800000.0,0.0,2024-05-17 08:50:00
1715936100000.0,0.0,2024-05-17 08:55:00
1715936400000.0,0.0,2024-05-17 09:00:00
1715936700000.0,0.0,2024-05-17 09:05:00
1715937000000.0,0.0,2024-05-17 09:10:00
1715937300000.0,0.0,2024-05-17 09:15:00
1715937600000.0,0.0,2024-05-17 09:20:00
1715937900000.0,0.0,2024-05-17 09:25:00
1715938200000.0,0.0,2024-05-17 09:30:00
1715938500000.0,0.0,2024-05-17 09:35:00
1715938800000.0,0.0,2024-05-17 09:40:00
1715939100000.0,0.0,2024-05-17 09:45:00
1715939400000.0,0.0,2024-05-17 09:50:00
1715939700000.0,0.0,2024-05-17 09:55:00
1715940000000.0,0.0,2024-05-17 10:00:00
1715940300000.0,0.0,2024-05-17 10:05:00
1715940600000.0,0.0,2024-05-17 10:10:00
1715940900000.0,0.0,2024-05-17 10:15:00
1715941200000.0,0.0,2024-05-17 10:20:00
1715941500000.0,0.0,2024-05-17 10:25:00
1715941800000.0,0.0,2024-05-17 10:30:00
1715942100000.0,0.0,2024-05-17 10:35:00
1715942400000.0,0.0,2024-05-17 10:40:00
1715942700000.0,0.0,2024-05-17 10:45:00
1715943000000.0,0.0,2024-05-17 10:50:00
1715943300000.0,0.0,2024-05-17 10:55:00
1715943600000.0,0.0,2024-05-17 11:00:00
1715943900000.0,0.0,2024-05-17 11:05:00
1715944200000.0,0.0,2024-05-17 11:10:00
1715944500000.0,0.0,2024-05-17 11:15:00
1715944800000.0,0.0,2024-05-17 11:20:00
1715945100000.0,0.0,2024-05-17 11:25:00
1715945400000.0,0.0,2024-05-17 11:30:00
1715945700000.0,0.0,2024-05-17 11:35:00
1715946000000.0,0.0,2024-05-17 11:40:00
1715946300000.0,0.0,2024-05-17 11:45:00
1715946600000.0,0.0,2024-05-17 11:50:00
1715946900000.0,0.0,2024-05-17 11:55:00
1715947200000.0,0.0,2024-05-17 12:00:00
1715947500000.0,0.0,2024-05-17 12:05:00
1715947800000.0,0.0,2024-05-17 12:10:00
1715948100000.0,0.0,2024-05-17 12:15:00
1715948400000.0,0.0,2024-05-17 12:20:00
1715948700000.0,0.0,2024-05-17 12:25:00
1715949000000.0,0.0,2024-05-17 12:30:00
1715949300000.0,0.0,2024-05-17 12:35:00
1715949600000.0,0.0,2024-05-17 12:40:00
1715949900000.0,0.0,2024-05-17 12:45:00
1715950200000.0,0.0,2024-05-17 12:50:00
1715950500000.0,0.0,2024-05-17 12:55:00
1715950800000.0,0.0,2024-05-17 13:00:00
1715951100000.0,0.0,2024-05-17 13:05:00
1715951400000.0,0.0,2024-05-17 13:10:00
1715951700000.0,0.0,2024-05-17 13:15:00
1715952000000.0,0.0,2024-05-17 13:20:00
1715952300000.0,0.0,2024-05-17 13:25:00
1715952600000.0,0.0,2024-05-17 13:30:00
1715952900000.0,0.0,2024-05-17 13:35:00
1715953200000.0,0.0,2024-05-17 13:40:00
1715953500000.0,0.0,2024-05-17 13:45:00
1715953800000.0,0.0,2024-05-17 13:50:00
1715954100000.0,0.0,2024-05-17 13:55:00
1715954400000.0,0.0,2024-05-17 14:00:00
1715954700000.0,0.0,2024-05-17 14:05:00
1715955000000.0,0.0,2024-05-17 14:10:00
1715955300000.0,0.0,2024-05-17 14:15:00
1715955600000.0,0.0,2024-05-17 14:20:00
1715955900000.0,0.0,2024-05-17 14:25:00
1715956200000.0,0.0,2024-05-17 14:30:00
1715956500000.0,0.0,2024-05-17 14:35:00
1715956800000.0,0.0,2024-05-17 14:40:00
1715957100000.0,0.0,2024-05-17 14:45:00
1715957400000.0,0.0,2024-05-17 14:50:00
1715957700000.0,0.0,2024-05-17 14:55:00
1715958000000.0,0.0,2024-05-17 15:00:00
1715958300000.0,0.0,2024-05-17 15:05:00
1715958600000.0,0.0,2024-05-17 15:10:00
1715958900000.0,0.0,2024-05-17 15:15:00
1715959200000.0,0.0,2024-05-17 15:20:00
1715959500000.0,0.0,2024-05-17 15:25:00
1715959800000.0,0.0,2024-05-17 15:30:00
1715960100000.0,0.0,2024-05-17 15:35:00
1715960400000.0,0.0,2024-05-17 15:40:00
1715960700000.0,0.0,2024-05-17 15:45:00
1715961000000.0,0.0,2024-05-17 15:50:00
1715961300000.0,0.0,2024-05-17 15:55:00
1715961600000.0,0.0,2024-05-17 16:00:00
1715961900000.0,0.0,2024-05-17 16:05:00
1715962200000.0,0.0,2024-05-17 16:10:00
1715962500000.0,0.0,2024-05-17 16:15:00
1715962800000.0,0.0,2024-05-17 16:20:00
1715963100000.0,0.0,2024-05-17 16:25:00
1715963400000.0,0.0,2024-05-17 16:30:00
1715963700000.0,0.0,2024-05-17 16:35:00
1715964000000.0,0.0,2024-05-17 16:40:00
1715964300000.0,0.0,2024-05-17 16:45:00
1715964600000.0,0.0,2024-05-17 16:50:00
1715964900000.0,0.0,2024-05-17 16:55:00
1715965200000.0,0.0,2024-05-17 17:00:00
1715965500000.0,0.0,2024-05-17 17:05:00
1715965800000.0,0.0,2024-05-17 17:10:00
1715966100000.0,0.0,2024-05-17 17:15:00
1715966400000.0,0.0,2024-05-17 17:20:00
1715966700000.0,0.0,2024-05-17 17:25:00
1715967000000.0,0.0,2024-05-17 17:30:00
1715967300000.0,0.0,2024-05-17 17:35:00
1715967600000.0,0.0,2024-05-17 17:40:00
1715967900000.0,0.0,2024-05-17 17:45:00
1715968200000.0,0.0,2024-05-17 17:50:00
1715968500000.0,0.0,2024-05-17 17:55:00
1715968800000.0,0.0,2024-05-17 18:00:00
1715969100000.0,0.0,2024-05-17 18:05:00
1715969400000.0,0.0,2024-05-17 18:10:00
1715969700000.0,0.0,2024-05-17 18:15:00
1715970000000.0,0.0,2024-05-17 18:20:00
1715970300000.0,0.0,2024-05-17 18:25:00
1715970600000.0,0.0,2024-05-17 18:30:00
1715970900000.0,0.0,2024-05-17 18:35:00
1715971200000.0,0.0,2024-05-17 18:40:00
1715971500000.0,0.0,2024-05-17 18:45:00
1715971800000.0,0.0,2024-05-17 18:50:00
1715972100000.0,0.0,2024-05-17 18:55:00
1715972400000.0,0.0,2024-05-17 19:00:00
1715972700000.0,0.0,2024-05-17 19:05:00
1715973000000.0,0.0,2024-05-17 19:10:00
1715973300000.0,0.0,2024-05-17 19:15:00
1715973600000.0,0.0,2024-05-17 19:20:00
1715973900000.0,0.0,2024-05-17 19:25:00
1715974200000.0,0.0,2024-05-17 19:30:00
1715974500000.0,0.0,2024-05-17 19:35:00
1715974800000.0,0.0,2024-05-17 19:40:00
1715975100000.0,0.0,2024-05-17 19:45:00
1715975400000.0,0.0,2024-05-17 19:50:00
1715975700000.0,0.0,2024-05-17 19:55:00
1715976000000.0,0.0,2024-05-17 20:00:00
1715976300000.0,0.0,2024-05-17 20:05:00
1715976600000.0,0.0,2024-05-17 20:10:00
1715976900000.0,0.0,2024-05-17 20:15:00
1715977200000.0,0.0,2024-05-17 20:20:00
1715977500000.0,0.0,2024-05-17 20:25:00
1715977800000.0,0.0,2024-05-17 20:30:00
1715978100000.0,0.0,2024-05-17 20:35:00
1715978400000.0,0.0,2024-05-17 20:40:00
1715978700000.0,0.0,2024-05-17 20:45:00
1715979000000.0,0.0,2024-05-17 20:50:00
1715979300000.0,0.0,2024-05-17 20:55:00
1715979600000.0,0.0,2024-05-17 21:00:00
1715979900000.0,0.0,2024-05-17 21:05:00
1715980200000.0,0.0,2024-05-17 21:10:00
1715980500000.0,0.0,2024-05-17 21:15:00
1715980800000.0,0.0,2024-05-17 21:20:00
1715981100000.0,0.0,2024-05-17 21:25:00
1715981400000.0,0.0,2024-05-17 21:30:00
1715981700000.0,0.0,2024-05-17 21:35:00
1715982000000.0,0.0,2024-05-17 21:40:00
1715982300000.0,0.0,2024-05-17 21:45:00
1715982600000.0,0.0,2024-05-17 21:50:00
1715982900000.0,0.0,2024-05-17 21:55:00
1715983200000.0,0.0,2024-05-17 22:00:00
1715983500000.0,0.0,2024-05-17 22:05:00
1715983800000.0,0.0,2024-05-17 22:10:00
1715984100000.0,0.0,2024-05-17 22:15:00
1715984400000.0,0.0,2024-05-17 22:20:00
1715984700000.0,0.0,2024-05-17 22:25:00
1715985000000.0,0.0,2024-05-17 22:30:00
1715985300000.0,0.0,2024-05-17 22:35:00
1715985600000.0,0.0,2024-05-17 22:40:00
1715985900000.0,0.0,2024-05-17 22:45:00
1715986200000.0,0.0,2024-05-17 22:50:00
1715986500000.0,0.0,2024-05-17 22:55:00
1715986800000.0,0.0,2024-05-17 23:00:00
1715987100000.0,0.0,2024-05-17 23:05:00
1715987400000.0,0.0,2024-05-17 23:10:00
1715987700000.0,0.0,2024-05-17 23:15:00
1715988000000.0,0.0,2024-05-17 23:20:00
1715988300000.0,0.0,2024-05-17 23:25:00
1715988600000.0,0.0,2024-05-17 23:30:00
1715988900000.0,0.0,2024-05-17 23:35:00
1715989200000.0,0.0,2024-05-17 23:40:00
1715989500000.0,0.0,2024-05-17 23:45:00
1715989800000.0,0.0,2024-05-17 23:50:00
1715990100000.0,0.0,2024-05-17 23:55:00
1715990400000.0,0.0,2024-05-18 00:00:00
1715990700000.0,0.0,2024-05-18 00:05:00
1715991000000.0,0.0,2024-05-18 00:10:00
1715991300000.0,0.0,2024-05-18 00:15:00
1715991600000.0,0.0,2024-05-18 00:20:00
1715991900000.0,0.0,2024-05-18 00:25:00
1715992200000.0,0.0,2024-05-18 00:30:00
1715992500000.0,0.0,2024-05-18 00:35:00
1715992800000.0,0.0,2024-05-18 00:40:00
1715993100000.0,0.0,2024-05-18 00:45:00
1715993400000.0,0.0,2024-05-18 00:50:00
1715993700000.0,0.0,2024-05-18 00:55:00
1715994000000.0,0.0,2024-05-18 01:00:00
1715994300000.0,0.0,2024-05-18 01:05:00
1715994600000.0,0.0,2024-05-18 01:10:00
1715994900000.0,0.0,2024-05-18 01:15:00
1715995200000.0,0.0,2024-05-18 01:20:00
1715995500000.0,0.0,2024-05-18 01:25:00
1715995800000.0,0.0,2024-05-18 01:30:00
1715996100000.0,0.0,2024-05-18 01:35:00
1715996400000.0,0.0,2024-05-18 01:40:00
1715996700000.0,0.0,2024-05-18 01:45:00
1715997000000.0,0.0,2024-05-18 01:50:00
1715997300000.0,0.0,2024-05-18 01:55:00
1715997600000.0,0.0,2024-05-18 02:00:00
1715997900000.0,0.0,2024-05-18 02:05:00
1715998200000.0,0.0,2024-05-18 02:10:00
1715998500000.0,0.0,2024-05-18 02:15:00
1715998800000.0,0.0,2024-05-18 02:20:00
1715999100000.0,0.0,2024-05-18 02:25:00
1715999400000.0,0.0,2024-05-18 02:30:00
1715999700000.0,0.0,2024-05-18 02:35:00
1716000000000.0,0.0,2024-05-18 02:40:00
1716000300000.0,0.0,2024-05-18 02:45:00
1716000600000.0,0.0,2024-05-18 02:50:00
1716000900000.0,0.0,2024-05-18 02:55:00
1716001200000.0,0.0,2024-05-18 03:00:00
1716001500000.0,0.0,2024-05-18 03:05:00
1716001800000.0,0.0,2024-05-18 03:10:00
1716002100000.0,0.0,2024-05-18 03:15:00
1716002400000.0,0.0,2024-05-18 03:20:00
1716002700000.0,0.0,2024-05-18 03:25:00
1716003000000.0,0.0,2024-05-18 03:30:00
1716003300000.0,0.0,2024-05-18 03:35:00
1716003600000.0,0.0,2024-05-18 03:40:00
1716003900000.0,0.0,2024-05-18 03:45:00
1716004200000.0,0.0,2024-05-18 03:50:00
1716004500000.0,0.0,2024-05-18 03:55:00
1716004800000.0,0.0,2024-05-18 04:00:00
1716005100000.0,0.0,2024-05-18 04:05:00
1716005400000.0,0.0,2024-05-18 04:10:00
1716005700000.0,0.0,2024-05-18 04:15:00
1716006000000.0,0.0,2024-05-18 04:20:00
1716006300000.0,0.0,2024-05-18 04:25:00
1716006600000.0,0.0,2024-05-18 04:30:00
1716006900000.0,0.0,2024-05-18 04:35:00
1716007200000.0,0.0,2024-05-18 04:40:00
1716007500000.0,0.0,2024-05-18 04:45:00
1716007800000.0,0.0,2024-05-18 04:50:00
1716008100000.0,0.0,2024-05-18 04:55:00
1716008400000.0,0.0,2024-05-18 05:00:00
1716008700000.0,0.0,2024-05-18 05:05:00
1716009000000.0,0.0,2024-05-18 05:10:00
1716009300000.0,0.0,2024-05-18 05:15:00
1716009600000.0,0.0,2024-05-18 05:20:00
1716009900000.0,0.0,2024-05-18 05:25:00
1716010200000.0,0.0,2024-05-18 05:30:00
1716010500000.0,0.0,2024-05-18 05:35:00
1716010800000.0,0.0,2024-05-18 05:40:00
1716011100000.0,0.0,2024-05-18 05:45:00
1716011400000.0,0.0,2024-05-18 05:50:00
1716011700000.0,0.0,2024-05-18 05:55:00
1716012000000.0,0.0,2024-05-18 06:00:00
1716012300000.0,0.0,2024-05-18 06:05:00
1716012600000.0,0.0,2024-05-18 06:10:00
1716012900000.0,0.0,2024-05-18 06:15:00
1716013200000.0,0.0,2024-05-18 06:20:00
1716013500000.0,0.0,2024-05-18 06:25:00
1716013800000.0,0.0,2024-05-18 06:30:00
1716014100000.0,0.0,2024-05-18 06:35:00
1716014400000.0,0.0,2024-05-18 06:40:00
1716014700000.0,0.0,2024-05-18 06:45:00
1716015000000.0,0.0,2024-05-18 06:50:00
1716015300000.0,0.0,2024-05-18 06:55:00
1716015600000.0,0.0,2024-05-18 07:00:00
1716015900000.0,0.0,2024-05-18 07:05:00
1716016200000.0,0.0,2024-05-18 07:10:00
1716016500000.0,0.0,2024-05-18 07:15:00
1716016800000.0,0.0,2024-05-18 07:20:00
1716017100000.0,0.0,2024-05-18 07:25:00
1716017400000.0,0.0,2024-05-18 07:30:00
1716017700000.0,0.0,2024-05-18 07:35:00
1716018000000.0,0.0,2024-05-18 07:40:00
1716018300000.0,0.0,2024-05-18 07:45:00
1716018600000.0,0.0,2024-05-18 07:50:00
1716018900000.0,0.0,2024-05-18 07:55:00
1716019200000.0,0.0,2024-05-18 08:00:00
1716019500000.0,0.0,2024-05-18 08:05:00
1716019800000.0,0.0,2024-05-18 08:10:00
1716020100000.0,0.0,2024-05-18 08:15:00
1716020400000.0,0.0,2024-05-18 08:20:00
1716020700000.0,0.0,2024-05-18 08:25:00
1716021000000.0,0.0,2024-05-18 08:30:00
1716021300000.0,0.0,2024-05-18 08:35:00
1716021600000.0,0.0,2024-05-18 08:40:00
1716021900000.0,0.0,2024-05-18 08:45:00
1716022200000.0,0.0,2024-05-18 08:50:00
1716022500000.0,0.0,2024-05-18 08:55:00
1716022800000.0,0.0,2024-05-18 09:00:00
1716023100000.0,0.0,2024-05-18 09:05:00
1716023400000.0,0.0,2024-05-18 09:10:00
1716023700000.0,0.0,2024-05-18 09:15:00
1716024000000.0,0.0,2024-05-18 09:20:00
1716024300000.0,0.0,2024-05-18 09:25:00
1716024600000.0,0.0,2024-05-18 09:30:00
1716024900000.0,0.0,2024-05-18 09:35:00
1716025200000.0,0.0,2024-05-18 09:40:00
1716025500000.0,0.0,2024-05-18 09:45:00
1716025800000.0,0.0,2024-05-18 09:50:00
1716026100000.0,0.0,2024-05-18 09:55:00
1716026400000.0,0.0,2024-05-18 10:00:00
1716026700000.0,0.0,2024-05-18 10:05:00
1716027000000.0,0.0,2024-05-18 10:10:00
1716027300000.0,0.0,2024-05-18 10:15:00
1716027600000.0,0.0,2024-05-18 10:20:00
1716027900000.0,0.0,2024-05-18 10:25:00
1716028200000.0,0.0,2024-05-18 10:30:00
