timestamp,Available Capital,datetime
1738368221184.0,10000.0,2025-02-01 00:03:41.184
1738368614400.0,10000.0,2025-02-01 00:10:14.400
1738369007616.0,10000.0,2025-02-01 00:16:47.616
1738369138688.0,10000.0,2025-02-01 00:18:58.688
1738369400832.0,10000.0,2025-02-01 00:23:20.832
1738369794048.0,10000.0,2025-02-01 00:29:54.048
1738370187264.0,10000.0,2025-02-01 00:36:27.264
1738370449408.0,10000.0,2025-02-01 00:40:49.408
1738370580480.0,10000.0,2025-02-01 00:43:00.480
1738370973696.0,10000.0,2025-02-01 00:49:33.696
1738371366912.0,10000.0,2025-02-01 00:56:06.912
1738371629056.0,10000.0,2025-02-01 01:00:29.056
1738371891200.0,10000.0,2025-02-01 01:04:51.200
1738372153344.0,10000.0,2025-02-01 01:09:13.344
1738372546560.0,10000.0,2025-02-01 01:15:46.560
1738372808704.0,10000.0,2025-02-01 01:20:08.704
1738373070848.0,10000.0,2025-02-01 01:24:30.848
1738373464064.0,10000.0,2025-02-01 01:31:04.064
1738373726208.0,10000.0,2025-02-01 01:35:26.208
1738373988352.0,10000.0,2025-02-01 01:39:48.352
1738374250496.0,10000.0,2025-02-01 01:44:10.496
1738374643712.0,10000.0,2025-02-01 01:50:43.712
1738374905856.0,10000.0,2025-02-01 01:55:05.856
1738375168000.0,10000.0,2025-02-01 01:59:28.000
1738375430144.0,10000.0,2025-02-01 02:03:50.144
1738375823360.0,10000.0,2025-02-01 02:10:23.360
1738376216576.0,10000.0,2025-02-01 02:16:56.576
1738376347648.0,10000.0,2025-02-01 02:19:07.648
1738376609792.0,10000.0,2025-02-01 02:23:29.792
1738377003008.0,10000.0,2025-02-01 02:30:03.008
1738377396224.0,10000.0,2025-02-01 02:36:36.224
1738377658368.0,10000.0,2025-02-01 02:40:58.368
1738377789440.0,10000.0,2025-02-01 02:43:09.440
1738378182656.0,10000.0,2025-02-01 02:49:42.656
1738378575872.0,10000.0,2025-02-01 02:56:15.872
1738378838016.0,10000.0,2025-02-01 03:00:38.016
1738379100160.0,10000.0,2025-02-01 03:05:00.160
1738379362304.0,10000.0,2025-02-01 03:09:22.304
1738379755520.0,10000.0,2025-02-01 03:15:55.520
1738380017664.0,10000.0,2025-02-01 03:20:17.664
1738380279808.0,10000.0,2025-02-01 03:24:39.808
1738380541952.0,10000.0,2025-02-01 03:29:01.952
1738380935168.0,10000.0,2025-02-01 03:35:35.168
1738381197312.0,10000.0,2025-02-01 03:39:57.312
1738381459456.0,10000.0,2025-02-01 03:44:19.456
1738381852672.0,10000.0,2025-02-01 03:50:52.672
1738382114816.0,10000.0,2025-02-01 03:55:14.816
1738382376960.0,10000.0,2025-02-01 03:59:36.960
1738382639104.0,10000.0,2025-02-01 04:03:59.104
1738383032320.0,10000.0,2025-02-01 04:10:32.320
1738383294464.0,10000.0,2025-02-01 04:14:54.464
1738383556608.0,10000.0,2025-02-01 04:19:16.608
1738383818752.0,10000.0,2025-02-01 04:23:38.752
1738384211968.0,10000.0,2025-02-01 04:30:11.968
1738384605184.0,10000.0,2025-02-01 04:36:45.184
1738384736256.0,10000.0,2025-02-01 04:38:56.256
1738384998400.0,10000.0,2025-02-01 04:43:18.400
1738385391616.0,10000.0,2025-02-01 04:49:51.616
1738385784832.0,10000.0,2025-02-01 04:56:24.832
1738386046976.0,10000.0,2025-02-01 05:00:46.976
1738386178048.0,10000.0,2025-02-01 05:02:58.048
1738386571264.0,10000.0,2025-02-01 05:09:31.264
1738386964480.0,10000.0,2025-02-01 05:16:04.480
1738387226624.0,10000.0,2025-02-01 05:20:26.624
1738387488768.0,10000.0,2025-02-01 05:24:48.768
1738387750912.0,10000.0,2025-02-01 05:29:10.912
1738388144128.0,10000.0,2025-02-01 05:35:44.128
1738388406272.0,10000.0,2025-02-01 05:40:06.272
1738388668416.0,10000.0,2025-02-01 05:44:28.416
1738389061632.0,10000.0,2025-02-01 05:51:01.632
1738389323776.0,10000.0,2025-02-01 05:55:23.776
1738389585920.0,10000.0,2025-02-01 05:59:45.920
1738389848064.0,10000.0,2025-02-01 06:04:08.064
1738390241280.0,10000.0,2025-02-01 06:10:41.280
1738390503424.0,10000.0,2025-02-01 06:15:03.424
1738390765568.0,10000.0,2025-02-01 06:19:25.568
1738391027712.0,10000.0,2025-02-01 06:23:47.712
1738391420928.0,10000.0,2025-02-01 06:30:20.928
1738391814144.0,10000.0,2025-02-01 06:36:54.144
1738391945216.0,10000.0,2025-02-01 06:39:05.216
1738392207360.0,10000.0,2025-02-01 06:43:27.360
1738392600576.0,10000.0,2025-02-01 06:50:00.576
1738392993792.0,10000.0,2025-02-01 06:56:33.792
1738393255936.0,10000.0,2025-02-01 07:00:55.936
1738393387008.0,10000.0,2025-02-01 07:03:07.008
1738393780224.0,10000.0,2025-02-01 07:09:40.224
1738394173440.0,10000.0,2025-02-01 07:16:13.440
1738394435584.0,10000.0,2025-02-01 07:20:35.584
1738394697728.0,10000.0,2025-02-01 07:24:57.728
1738394959872.0,10000.0,2025-02-01 07:29:19.872
1738395353088.0,10000.0,2025-02-01 07:35:53.088
1738395615232.0,10000.0,2025-02-01 07:40:15.232
1738395877376.0,10000.0,2025-02-01 07:44:37.376
1738396139520.0,10000.0,2025-02-01 07:48:59.520
1738396532736.0,10000.0,2025-02-01 07:55:32.736
1738396794880.0,10000.0,2025-02-01 07:59:54.880
1738397057024.0,10000.0,2025-02-01 08:04:17.024
1738397450240.0,10000.0,2025-02-01 08:10:50.240
1738397712384.0,10000.0,2025-02-01 08:15:12.384
1738397974528.0,10000.0,2025-02-01 08:19:34.528
1738398236672.0,10000.0,2025-02-01 08:23:56.672
1738398629888.0,10000.0,2025-02-01 08:30:29.888
1738399023104.0,10000.0,2025-02-01 08:37:03.104
1738399154176.0,10000.0,2025-02-01 08:39:14.176
1738399416320.0,10000.0,2025-02-01 08:43:36.320
1738399809536.0,10000.0,2025-02-01 08:50:09.536
1738400202752.0,10000.0,2025-02-01 08:56:42.752
1738400464896.0,10000.0,2025-02-01 09:01:04.896
1738400595968.0,10000.0,2025-02-01 09:03:15.968
1738400989184.0,10000.0,2025-02-01 09:09:49.184
1738401382400.0,10000.0,2025-02-01 09:16:22.400
1738401644544.0,10000.0,2025-02-01 09:20:44.544
1738401775616.0,10000.0,2025-02-01 09:22:55.616
1738402168832.0,10000.0,2025-02-01 09:29:28.832
1738402562048.0,10000.0,2025-02-01 09:36:02.048
1738402824192.0,10000.0,2025-02-01 09:40:24.192
1738403086336.0,10000.0,2025-02-01 09:44:46.336
1738403348480.0,10000.0,2025-02-01 09:49:08.480
1738403741696.0,10000.0,2025-02-01 09:55:41.696
1738404003840.0,10000.0,2025-02-01 10:00:03.840
1738404265984.0,10000.0,2025-02-01 10:04:25.984
1738404659200.0,10000.0,2025-02-01 10:10:59.200
1738404921344.0,10000.0,2025-02-01 10:15:21.344
1738405183488.0,10000.0,2025-02-01 10:19:43.488
1738405445632.0,10000.0,2025-02-01 10:24:05.632
1738405838848.0,10000.0,2025-02-01 10:30:38.848
1738406100992.0,10000.0,2025-02-01 10:35:00.992
1738406363136.0,10000.0,2025-02-01 10:39:23.136
1738406625280.0,10000.0,2025-02-01 10:43:45.280
1738407018496.0,10000.0,2025-02-01 10:50:18.496
1738407411712.0,10000.0,2025-02-01 10:56:51.712
1738407542784.0,10000.0,2025-02-01 10:59:02.784
1738407804928.0,10000.0,2025-02-01 11:03:24.928
1738408198144.0,10000.0,2025-02-01 11:09:58.144
1738408591360.0,10000.0,2025-02-01 11:16:31.360
1738408853504.0,10000.0,2025-02-01 11:20:53.504
1738408984576.0,10000.0,2025-02-01 11:23:04.576
1738409377792.0,10000.0,2025-02-01 11:29:37.792
1738409771008.0,10000.0,2025-02-01 11:36:11.008
1738410033152.0,10000.0,2025-02-01 11:40:33.152
1738410295296.0,10000.0,2025-02-01 11:44:55.296
1738410557440.0,10000.0,2025-02-01 11:49:17.440
1738410950656.0,10000.0,2025-02-01 11:55:50.656
1738411212800.0,10000.0,2025-02-01 12:00:12.800
1738411474944.0,10000.0,2025-02-01 12:04:34.944
1738411737088.0,10000.0,2025-02-01 12:08:57.088
1738412130304.0,10000.0,2025-02-01 12:15:30.304
1738412392448.0,10000.0,2025-02-01 12:19:52.448
1738412654592.0,10000.0,2025-02-01 12:24:14.592
1738413047808.0,10000.0,2025-02-01 12:30:47.808
1738413309952.0,10000.0,2025-02-01 12:35:09.952
1738413572096.0,10000.0,2025-02-01 12:39:32.096
1738413834240.0,10000.0,2025-02-01 12:43:54.240
1738414227456.0,10000.0,2025-02-01 12:50:27.456
1738414620672.0,10000.0,2025-02-01 12:57:00.672
1738414751744.0,10000.0,2025-02-01 12:59:11.744
1738415013888.0,10000.0,2025-02-01 13:03:33.888
1738415407104.0,10000.0,2025-02-01 13:10:07.104
1738415800320.0,10000.0,2025-02-01 13:16:40.320
1738416062464.0,10000.0,2025-02-01 13:21:02.464
1738416193536.0,10000.0,2025-02-01 13:23:13.536
1738416586752.0,10000.0,2025-02-01 13:29:46.752
1738416979968.0,10000.0,2025-02-01 13:36:19.968
1738417242112.0,10000.0,2025-02-01 13:40:42.112
1738417504256.0,10000.0,2025-02-01 13:45:04.256
1738417766400.0,10000.0,2025-02-01 13:49:26.400
1738418159616.0,10000.0,2025-02-01 13:55:59.616
1738418421760.0,10000.0,2025-02-01 14:00:21.760
1738418683904.0,10000.0,2025-02-01 14:04:43.904
1738418946048.0,10000.0,2025-02-01 14:09:06.048
1738419339264.0,10000.0,2025-02-01 14:15:39.264
1738419601408.0,10000.0,2025-02-01 14:20:01.408
1738419863552.0,10000.0,2025-02-01 14:24:23.552
1738420256768.0,10000.0,2025-02-01 14:30:56.768
1738420518912.0,10000.0,2025-02-01 14:35:18.912
1738420781056.0,10000.0,2025-02-01 14:39:41.056
1738421043200.0,10000.0,2025-02-01 14:44:03.200
1738421436416.0,10000.0,2025-02-01 14:50:36.416
1738421698560.0,10000.0,2025-02-01 14:54:58.560
1738421960704.0,10000.0,2025-02-01 14:59:20.704
1738422222848.0,10000.0,2025-02-01 15:03:42.848
1738422616064.0,10000.0,2025-02-01 15:10:16.064
1738423009280.0,10000.0,2025-02-01 15:16:49.280
1738423140352.0,10000.0,2025-02-01 15:19:00.352
1738423402496.0,10000.0,2025-02-01 15:23:22.496
1738423795712.0,10000.0,2025-02-01 15:29:55.712
1738424188928.0,10000.0,2025-02-01 15:36:28.928
1738424451072.0,10000.0,2025-02-01 15:40:51.072
1738424582144.0,10000.0,2025-02-01 15:43:02.144
1738424975360.0,10000.0,2025-02-01 15:49:35.360
1738425368576.0,10000.0,2025-02-01 15:56:08.576
1738425630720.0,10000.0,2025-02-01 16:00:30.720
1738425892864.0,10000.0,2025-02-01 16:04:52.864
1738426155008.0,10000.0,2025-02-01 16:09:15.008
1738426548224.0,10000.0,2025-02-01 16:15:48.224
1738426810368.0,10000.0,2025-02-01 16:20:10.368
1738427072512.0,10000.0,2025-02-01 16:24:32.512
1738427334656.0,10000.0,2025-02-01 16:28:54.656
1738427727872.0,10000.0,2025-02-01 16:35:27.872
1738427990016.0,10000.0,2025-02-01 16:39:50.016
1738428252160.0,10000.0,2025-02-01 16:44:12.160
1738428645376.0,10000.0,2025-02-01 16:50:45.376
1738428907520.0,10000.0,2025-02-01 16:55:07.520
1738429169664.0,10000.0,2025-02-01 16:59:29.664
1738429431808.0,10000.0,2025-02-01 17:03:51.808
1738429825024.0,10000.0,2025-02-01 17:10:25.024
1738430218240.0,10000.0,2025-02-01 17:16:58.240
1738430349312.0,10000.0,2025-02-01 17:19:09.312
1738430611456.0,10000.0,2025-02-01 17:23:31.456
1738431004672.0,10000.0,2025-02-01 17:30:04.672
1738431397888.0,10000.0,2025-02-01 17:36:37.888
1738431660032.0,10000.0,2025-02-01 17:41:00.032
1738431791104.0,10000.0,2025-02-01 17:43:11.104
1738432184320.0,10000.0,2025-02-01 17:49:44.320
1738432577536.0,10000.0,2025-02-01 17:56:17.536
1738432839680.0,10000.0,2025-02-01 18:00:39.680
1738433101824.0,10000.0,2025-02-01 18:05:01.824
1738433363968.0,10000.0,2025-02-01 18:09:23.968
1738433757184.0,10000.0,2025-02-01 18:15:57.184
1738434019328.0,10000.0,2025-02-01 18:20:19.328
1738434281472.0,10000.0,2025-02-01 18:24:41.472
1738434543616.0,10000.0,2025-02-01 18:29:03.616
1738434936832.0,10000.0,2025-02-01 18:35:36.832
1738435198976.0,10000.0,2025-02-01 18:39:58.976
1738435461120.0,10000.0,2025-02-01 18:44:21.120
1738435854336.0,10000.0,2025-02-01 18:50:54.336
1738436116480.0,10000.0,2025-02-01 18:55:16.480
1738436378624.0,10000.0,2025-02-01 18:59:38.624
1738436640768.0,10000.0,2025-02-01 19:04:00.768
1738437033984.0,10000.0,2025-02-01 19:10:33.984
1738437296128.0,10000.0,2025-02-01 19:14:56.128
1738437558272.0,10000.0,2025-02-01 19:19:18.272
1738437820416.0,10000.0,2025-02-01 19:23:40.416
1738438213632.0,10000.0,2025-02-01 19:30:13.632
1738438606848.0,10000.0,2025-02-01 19:36:46.848
1738438737920.0,10000.0,2025-02-01 19:38:57.920
1738439000064.0,10000.0,2025-02-01 19:43:20.064
1738439393280.0,10000.0,2025-02-01 19:49:53.280
1738439786496.0,10000.0,2025-02-01 19:56:26.496
1738440048640.0,10000.0,2025-02-01 20:00:48.640
1738440179712.0,10000.0,2025-02-01 20:02:59.712
1738440572928.0,10000.0,2025-02-01 20:09:32.928
1738440966144.0,10000.0,2025-02-01 20:16:06.144
1738441228288.0,10000.0,2025-02-01 20:20:28.288
1738441490432.0,10000.0,2025-02-01 20:24:50.432
1738441752576.0,10000.0,2025-02-01 20:29:12.576
1738442145792.0,10000.0,2025-02-01 20:35:45.792
1738442407936.0,10000.0,2025-02-01 20:40:07.936
1738442670080.0,10000.0,2025-02-01 20:44:30.080
1738443063296.0,10000.0,2025-02-01 20:51:03.296
1738443325440.0,10000.0,2025-02-01 20:55:25.440
1738443587584.0,10000.0,2025-02-01 20:59:47.584
1738443849728.0,10000.0,2025-02-01 21:04:09.728
1738444242944.0,10000.0,2025-02-01 21:10:42.944
1738444505088.0,10000.0,2025-02-01 21:15:05.088
1738444767232.0,10000.0,2025-02-01 21:19:27.232
1738445029376.0,10000.0,2025-02-01 21:23:49.376
1738445422592.0,10000.0,2025-02-01 21:30:22.592
1738445815808.0,10000.0,2025-02-01 21:36:55.808
1738445946880.0,10000.0,2025-02-01 21:39:06.880
1738446209024.0,10000.0,2025-02-01 21:43:29.024
1738446602240.0,10000.0,2025-02-01 21:50:02.240
1738446995456.0,10000.0,2025-02-01 21:56:35.456
1738447257600.0,10000.0,2025-02-01 22:00:57.600
1738447388672.0,10000.0,2025-02-01 22:03:08.672
1738447781888.0,10000.0,2025-02-01 22:09:41.888
1738448175104.0,10000.0,2025-02-01 22:16:15.104
1738448437248.0,10000.0,2025-02-01 22:20:37.248
1738448699392.0,10000.0,2025-02-01 22:24:59.392
1738448961536.0,10000.0,2025-02-01 22:29:21.536
1738449354752.0,10000.0,2025-02-01 22:35:54.752
1738449616896.0,10000.0,2025-02-01 22:40:16.896
1738449879040.0,10000.0,2025-02-01 22:44:39.040
1738450141184.0,10000.0,2025-02-01 22:49:01.184
1738450534400.0,10000.0,2025-02-01 22:55:34.400
1738450796544.0,10000.0,2025-02-01 22:59:56.544
1738451058688.0,10000.0,2025-02-01 23:04:18.688
1738451451904.0,10000.0,2025-02-01 23:10:51.904
1738451714048.0,10000.0,2025-02-01 23:15:14.048
1738451976192.0,10000.0,2025-02-01 23:19:36.192
1738452238336.0,10000.0,2025-02-01 23:23:58.336
1738452631552.0,10000.0,2025-02-01 23:30:31.552
1738453024768.0,10000.0,2025-02-01 23:37:04.768
1738453155840.0,10000.0,2025-02-01 23:39:15.840
1738453417984.0,10000.0,2025-02-01 23:43:37.984
1738453811200.0,10000.0,2025-02-01 23:50:11.200
1738454204416.0,10000.0,2025-02-01 23:56:44.416
1738454335488.0,10000.0,2025-02-01 23:58:55.488
1738454597632.0,10000.0,2025-02-02 00:03:17.632
1738454990848.0,10000.0,2025-02-02 00:09:50.848
1738455384064.0,10000.0,2025-02-02 00:16:24.064
