timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
5790919,1.0060739922694644,1.0066261733848703,0.9997239094422972,1.0,11151996.0,5790920,81062.454526,825,5636298.0,40955.70859,0
5790920,0.9997239094422972,1.0017945886250692,0.9955825510767532,0.9962727774710106,11219394.0,5790921,81177.045943,898,4349273.0,31471.605674,0
5790921,0.9962727774710106,0.9969630038652679,0.9877139701822198,0.9903368304803976,24081637.0,5790922,173017.298638,1742,10276014.0,73830.025808,0
5790922,0.9903368304803976,0.9961347321921591,0.9878520154610713,0.9904748757592491,26863019.0,5790923,192851.990627,1845,9356766.0,67201.888892,0
5790923,0.9904748757592491,0.990750966316952,0.9846769740474876,0.9860574268360023,12430339.0,5790924,88908.437323,968,4157568.0,29747.936097,0
5790924,0.9861954721148537,0.9879900607399228,0.9770844837106571,0.981501932633904,38172628.0,5790925,271792.296298,2384,13815286.0,98425.845606,0
5790925,0.9817780231916069,0.983572611816676,0.9554113749309774,0.9654886802871343,262097791.0,5790926,1840799.95822,10369,89710169.0,627207.449541,0
5790926,0.9653506350082828,0.9676974047487577,0.9559635560463833,0.9634180011043623,91504624.0,5790927,637571.012638,5990,50935752.0,354905.785769,0
5790927,0.9634180011043623,0.9654886802871343,0.9501656543346219,0.9574820541137494,132250236.0,5790928,916740.365285,7691,54934466.0,380887.603426,0
5790928,0.9573440088348979,0.9574820541137494,0.943953616786306,0.9458862506902264,77124596.0,5790929,530027.226576,3801,35968017.0,247208.915619,0
5790929,0.9456101601325235,0.9559635560463833,0.9447818884594148,0.9504417448923247,54703128.0,5790930,377314.584925,2576,20029077.0,138197.148386,0
5790930,0.9503036996134733,0.957067918277195,0.9450579790171176,0.9563776918829376,54564087.0,5790931,375563.184802,2504,24136061.0,166063.861913,0
5790931,0.9561016013252347,0.9652125897294314,0.9530646051905026,0.9638321369409167,33626448.0,5790932,234004.70336,1971,16238936.0,113009.82817,0
5790932,0.963970182219768,0.9726670347874103,0.963003865267808,0.9725289895085588,23518554.0,5790933,164873.687184,1170,15447035.0,108324.23241,0
