timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
5790919,1.0050488051161224,1.0050488051161224,1.0,1.0,16515880.0,5790920,49193.543245,410,4658969.0,13889.48167,0
5790920,1.0,1.0013463480309661,0.9973073039380679,0.9973073039380679,11721856.0,5790921,34793.737075,292,2842219.0,8440.631413,0
5790921,0.9976438909458095,0.9989902389767755,0.9929316728374284,0.9949511948838774,35854381.0,5790922,106098.753332,686,20878159.0,61821.564739,0
5790922,0.9952877818916189,0.998653651969034,0.9915853248064623,0.9922584988219455,44011144.0,5790923,129993.300446,708,8064372.0,23856.574692,0
5790923,0.9922584988219455,0.9922584988219455,0.9872096937058229,0.987882867721306,28425394.0,5790924,83565.283483,462,15220743.0,44722.678174,0
5790924,0.987882867721306,0.9915853248064623,0.9831706496129249,0.9851901716593738,40491979.0,5790925,118756.648733,782,15754445.0,46211.306956,0
5790925,0.9851901716593738,0.9882194547290474,0.9761023224503533,0.9811511275664759,107756961.0,5790926,314337.363353,1843,43864985.0,127920.308657,0
5790926,0.9808145405587344,0.9835072366206664,0.973746213396163,0.9821608885897004,123955299.0,5790927,360118.258878,2236,53679591.0,156042.816096,0
5790927,0.9821608885897004,0.9821608885897004,0.9713901043419724,0.9777852574890609,174670661.0,5790928,506170.436271,3994,63591864.0,184384.037686,0
5790928,0.9777852574890609,0.9781218444968024,0.9717266913497138,0.9744193874116459,93583824.0,5790929,270989.372759,2488,32160483.0,93155.200299,0
5790929,0.973746213396163,0.9821608885897004,0.9723998653651968,0.9771120834735779,87972648.0,5790930,255976.414063,1426,33578345.0,97752.514198,0
5790930,0.9767754964658364,0.9824974755974419,0.9740828004039044,0.9814877145742175,37880976.0,5790931,110002.024886,1152,15012833.0,43638.147731,0
5790931,0.9814877145742175,0.985863345674857,0.979131605520027,0.9851901716593738,57591099.0,5790932,168312.853873,805,41272093.0,120651.224925,0
5790932,0.9848535846516325,0.9888926287445304,0.9838438236284078,0.9882194547290474,9655014.0,5790933,28288.479594,335,4860716.0,14245.002564,0
5790933,0.9882194547290474,0.99326825984517,0.9855267586671155,0.9929316728374284,21755173.0,5790934,63975.250847,474,12578397.0,36997.050279,0
5790934,0.9929316728374284,0.9966341299225849,0.9909121507909794,0.9959609559071019,12478727.0,5790935,36862.075479,496,7090202.0,20950.908957,0
5790935,0.9956243688993605,0.9969707169303264,0.994614607876136,0.9969707169303264,7838240.0,5790936,23194.168911,239,3800885.0,11249.402718,0
5790936,0.9969707169303264,0.9969707169303264,0.9885560417367889,0.9885560417367889,16749745.0,5790937,49359.970122,310,776325.0,2287.217526,0
5790937,0.9882194547290474,0.989229215752272,0.9828340626051834,0.9835072366206664,12387367.0,5790938,36299.573501,276,3552545.0,10421.486677,0
5790938,0.9835072366206664,0.9855267586671155,0.9824974755974419,0.9845169976438909,7555055.0,5790939,22076.858981,191,2525195.0,7383.214376,0
5790939,0.9848535846516325,0.987882867721306,0.9845169976438909,0.9861999326825984,11664744.0,5790940,34174.299188,239,5466203.0,16022.468226,0
5790940,0.985863345674857,0.989229215752272,0.9845169976438909,0.9851901716593738,12190079.0,5790941,35745.392812,325,5640926.0,16548.048305,0
5790941,0.9848535846516325,0.98653651969034,0.9821608885897004,0.9861999326825984,28899658.0,5790942,84446.61106,343,11730585.0,34298.133511,0
5790942,0.9861999326825984,0.989229215752272,0.9848535846516325,0.9888926287445304,18487470.0,5790943,54216.407593,296,10013448.0,29377.799015,0
5790943,0.9888926287445304,0.9902389767754964,0.987882867721306,0.9902389767754964,6219361.0,5790944,18277.813798,318,4125723.0,12127.966618,0
5790944,0.9899023897677549,0.9915853248064623,0.9888926287445304,0.9905755637832379,7437828.0,5790945,21892.777385,310,4869125.0,14333.190177,0
5790945,0.9909121507909794,0.994614607876136,0.989229215752272,0.994614607876136,12787909.0,5790946,37707.557118,357,7682547.0,22662.335629,0
5790946,0.994614607876136,0.994614607876136,0.9868731066980815,0.9872096937058229,12193099.0,5790947,35867.567412,225,1676518.0,4939.332685,0
5790947,0.9868731066980815,0.987882867721306,0.9855267586671155,0.9855267586671155,10021647.0,5790948,29377.772339,168,2465057.0,7227.312375,0
