timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
5719537,1.0052467936261174,1.005829770695686,0.9994170229304314,1.0,160806.8,5719537,165906.8501,805,50018.9,51624.62458,0
5719538,1.0000971628449282,1.0023319082782745,0.9988340458608629,1.0016517683637778,439846.9,5719538,452732.08312,1058,277316.8,285416.45884,0
5719539,1.0012631169840653,1.0107850757870191,1.000777302759425,1.0075787019043918,753786.2,5719539,780108.34173,1429,574924.2,594704.57541,0
5719540,1.0075787019043918,1.0101049358725225,1.0024290711232027,1.0042751651768365,472330.0,5719540,488498.69412,1207,213569.1,220854.38383,0
5719541,1.0042751651768365,1.0074815390594638,1.002817722502915,1.0074815390594638,298973.1,5719541,309137.45537,647,171494.8,177339.99389,0
5719542,1.0074815390594638,1.013602798289934,1.0035950252623398,1.0113680528565876,625646.7,5719542,649927.07021,2240,314386.6,326652.51097,0
5719543,1.0112708900116596,1.0113680528565876,1.0017489312087058,1.006607073455111,687808.2,5719543,711055.72001,1787,293597.4,303440.14142,0
5719544,1.006607073455111,1.0132141469102216,1.0053439564710456,1.0108822386319471,383516.0,5719544,398085.99441,1616,204708.6,212401.45465,0
5719545,1.0108822386319471,1.0200155460551887,1.0106879129420911,1.017586474931986,471740.0,5719545,493575.04944,2033,244270.6,255432.90522,0
5719546,1.0173921492421298,1.0190439176059076,1.014574426739215,1.016420520792849,259681.8,5719546,271802.97922,1081,141147.8,147712.66022,0
5719547,1.0162261951029927,1.0172949863972018,1.0108822386319471,1.0117567042363,236203.9,5719547,246289.56288,1097,155622.2,162265.31124,0
5719548,1.011659541391372,1.0129226583754374,1.004663816556549,1.0050524679362614,417206.3,5719548,432855.83548,1630,210633.2,218640.6314,0
5719549,1.0051496307811894,1.0076758647493198,1.0017489312087058,1.0056354450058298,511929.7,5719549,529322.31662,2138,209475.9,216675.44813,0
5719550,1.0057326078507578,1.0084531675087447,1.0010687912942091,1.0061212592304705,744918.1,5719550,769871.37859,2129,284358.4,293771.81387,0
5719551,1.0062184220753985,1.0152545666537116,1.0057326078507578,1.011659541391372,709657.9,5719551,737696.66551,1916,451000.1,468777.99197,0
5719552,1.0115623785464438,1.0128254955305092,1.0052467936261174,1.0073843762145356,284725.0,5719552,295471.79914,1050,160347.5,166371.19673,0
5719553,1.0073843762145356,1.0112708900116596,1.0073843762145356,1.0095219588029538,140360.3,5719553,145900.95855,819,79314.0,82446.77268,0
5719554,1.0096191216478818,1.0200155460551887,1.0096191216478818,1.0197240575204043,747951.6,5719554,781478.28032,2180,330474.7,345560.34916,0
5719555,1.0197240575204043,1.0273027594247959,1.0168091721725614,1.0266226195102994,698431.0,5719555,735966.41703,2786,327214.6,344826.29733,0
5719556,1.0266226195102994,1.0295375048581425,1.0237077341624565,1.0286630392537894,794644.4,5719556,840141.41614,3139,429301.2,453923.16787,0
5719557,1.0285658764088614,1.0327438787407697,1.0260396424407308,1.0323552273610572,704991.8,5719557,746810.35233,2957,475984.6,504262.81736,0
5719558,1.0322580645161292,1.0422658375437235,1.0319665759813448,1.0420715118538673,1174081.9,5719558,1253205.73063,3505,597934.0,638007.89323,0
5719559,1.0420715118538673,1.044889234356782,1.0288573649436457,1.0296346677030705,908077.8,5719559,970458.26981,3102,506724.3,541564.00959,0
5719560,1.0294403420132143,1.0319665759813448,1.0179751263116985,1.0239020598523128,1034208.6,5719560,1089277.8881,3860,519440.1,547288.86681,0
5719561,1.0239020598523128,1.0246793626117374,1.0187524290711234,1.0197240575204043,423435.9,5719561,445107.48359,1441,208710.2,219383.79678,0
5719562,1.019529731830548,1.0236105713175283,1.0172949863972018,1.0230275942479596,228203.8,5719562,239690.48313,1012,118803.4,124778.26213,0
5719563,1.0229304314030316,1.0273027594247959,1.020404197434901,1.0205985231247572,277951.0,5719563,292985.3016,1147,126853.7,133699.81273,0
5719564,1.0205013602798292,1.0205013602798292,1.0107850757870191,1.0134084726000778,627424.5,5719564,655710.68706,2243,254813.3,266287.52685,0
5719565,1.0134084726000778,1.0162261951029927,1.0096191216478818,1.0150602409638554,436076.9,5719565,454552.4481,1577,174447.2,181922.94372,0
5719566,1.0151574038087836,1.0159347065682085,1.0087446560435291,1.0157403808783523,309718.5,5719566,322675.07214,1585,177717.0,185124.60688,0
5719567,1.0158375437232805,1.0186552662261952,1.013602798289934,1.0171978235522736,254587.4,5719567,266254.48333,933,144725.4,151322.96928,0
5719568,1.0171978235522736,1.0171978235522736,1.0074815390594638,1.0075787019043918,270099.1,5719568,281376.53371,1441,143868.8,149884.3046,0
