timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
5719537,1.002321083172147,1.0025145067698258,0.9998065764023211,1.0,2134287.0,5719537,1104253.8526,941,1010530.0,522633.3639,0
5719538,1.0001934235976788,1.0009671179883946,0.9998065764023211,1.0,1074221.0,5719538,555526.192,488,601469.0,311068.0608,0
5719539,0.9998065764023211,1.0007736943907155,0.9996131528046422,1.0001934235976788,707174.0,5719539,365714.3138,361,183145.0,94705.5716,0
5719540,1.0003868471953579,1.0007736943907155,0.9988394584139264,0.9996131528046422,1800428.0,5719540,930611.2855,650,514667.0,266055.3764,0
5719541,0.9996131528046422,1.0005802707930367,0.9990328820116053,0.9994197292069633,1214864.0,5719541,627847.1759,708,801737.0,414349.2031,0
5719542,0.9994197292069633,1.0027079303675048,0.9945841392649902,0.9990328820116053,4219870.0,5719542,2178818.6028,3588,1913202.0,987800.2602,0
5719543,0.9992263056092842,0.9992263056092842,0.9943907156673114,0.9965183752417794,2311117.0,5719543,1190386.1938,1203,980941.0,505218.7227,0
5719544,0.9965183752417794,0.997872340425532,0.9961315280464217,0.997678916827853,1131756.0,5719544,583468.8739,642,733362.0,378086.7715,0
5719545,0.9974854932301741,0.9994197292069633,0.9974854932301741,0.9984526112185687,759617.0,5719545,392070.9604,534,277196.0,143071.3288,0
5719546,0.9986460348162475,1.0,0.9980657640232108,0.9980657640232108,1854530.0,5719546,957991.8054,808,779808.0,402924.8001,0
5719547,0.9980657640232108,0.9982591876208897,0.9959381044487428,0.9961315280464217,1962568.0,5719547,1011362.3526,618,782270.0,403114.7127,0
5719548,0.9959381044487428,0.9967117988394584,0.9947775628626692,0.9949709864603481,1038996.0,5719548,535089.8629,724,429956.0,221405.571,0
5719549,0.9949709864603481,0.9965183752417794,0.9943907156673114,0.9951644100580269,1036195.0,5719549,533291.4019,715,465337.0,239526.8389,0
5719550,0.9949709864603481,0.9957446808510638,0.9943907156673114,0.9949709864603481,1569863.0,5719550,807619.0608,671,547713.0,281775.4262,0
5719551,0.9949709864603481,0.9963249516441005,0.9947775628626692,0.9963249516441005,1217261.0,5719551,626538.7168,832,618582.0,318381.5413,0
5719552,0.9963249516441005,0.9980657640232108,0.995551257253385,0.9965183752417794,1866304.0,5719552,961626.3934,690,1097472.0,565480.9285,0
5719553,0.9965183752417794,0.9969052224371372,0.9963249516441005,0.9967117988394584,693349.0,5719553,357278.2483,436,355878.0,183382.477,0
5719554,0.9969052224371372,0.9998065764023211,0.9969052224371372,0.9990328820116053,791486.0,5719554,408646.8524,530,431644.0,222823.6433,0
5719555,0.9992263056092842,1.0,0.9984526112185687,0.9994197292069633,518991.0,5719555,268131.9486,327,334203.0,172661.701,0
5719556,0.9994197292069633,0.9998065764023211,0.9986460348162475,0.9986460348162475,720499.0,5719556,372201.1599,398,254223.0,131336.6285,0
5719557,0.9988394584139264,0.9998065764023211,0.997872340425532,0.9988394584139264,874891.0,5719557,451888.7999,487,436750.0,225575.407,0
5719558,0.9988394584139264,0.9996131528046422,0.9988394584139264,0.9992263056092842,841238.0,5719558,434570.2135,396,335803.0,173483.1595,0
5719559,0.9992263056092842,1.0,0.9986460348162475,1.0,1502636.0,5719559,776334.2114,452,1024426.0,529280.5649,0
5719560,0.9998065764023211,1.0003868471953579,0.9996131528046422,1.0,850565.0,5719560,439754.8057,357,343592.0,177658.8645,0
5719561,1.0,1.0,0.9969052224371372,0.9992263056092842,1157326.0,5719561,597153.1695,475,619468.0,319523.5717,0
5719562,0.9990328820116053,0.9994197292069633,0.9980657640232108,0.9982591876208897,911353.0,5719562,470611.3927,389,167530.0,86512.8669,0
5719563,0.9982591876208897,0.9994197292069633,0.9982591876208897,0.9988394584139264,1753720.0,5719563,905611.0831,519,870369.0,449402.5799,0
5719564,0.9990328820116053,0.9990328820116053,0.9924564796905222,0.9940038684719535,2420770.0,5719564,1246123.6996,1287,901774.0,464138.2636,0
5719565,0.9938104448742747,0.9963249516441005,0.9936170212765958,0.9959381044487428,1590409.0,5719565,818194.1738,694,1066052.0,548458.3044,0
5719566,0.9961315280464217,0.9972920696324951,0.9932301740812378,0.9967117988394584,1734499.0,5719566,892681.5944,645,686087.0,352913.5177,0
5719567,0.9967117988394584,0.9972920696324951,0.995551257253385,0.9963249516441005,951044.0,5719567,489901.7675,489,516431.0,266000.3758,0
5719568,0.9961315280464217,0.9965183752417794,0.9938104448742747,0.9938104448742747,863272.0,5719568,444343.1083,580,357082.0,183791.323,0
5719569,0.9938104448742747,0.9959381044487428,0.9930367504835589,0.9943907156673114,985565.0,5719569,506914.8203,460,305979.0,157345.8667,0
5719570,0.9943907156673114,0.9947775628626692,0.9909090909090909,0.9924564796905222,2348855.0,5719570,1205369.8732,1040,1397624.0,717299.4755,0
5719571,0.9922630560928433,0.9984526112185687,0.9912959381044486,0.9957446808510638,7020048.0,5719571,3611539.4974,2264,3344030.0,1719367.5001,0
5719572,0.9959381044487428,0.997872340425532,0.9945841392649902,0.9970986460348161,2919729.0,5719572,1503969.1008,1212,1530704.0,788477.7276,0
5719573,0.9970986460348161,1.0030947775628625,0.9965183752417794,1.0017408123791103,3906807.0,5719573,2019434.8337,1605,1932373.0,999172.1865,0
5719574,1.0017408123791103,1.0038684719535784,1.0,1.0,3854909.0,5719574,1997776.5713,1191,1150690.0,596089.3069,0
5719575,1.0,1.0001934235976788,0.9982591876208897,0.9996131528046422,1472166.0,5719575,760787.6337,686,666820.0,344571.2881,0
5719576,0.9996131528046422,1.0038684719535784,0.9990328820116053,1.0034816247582206,2265713.0,5719576,1173329.2306,964,1126268.0,583125.5624,0
5719577,1.0034816247582206,1.0050290135396518,1.0030947775628625,1.0034816247582206,2506718.0,5719577,1301042.8758,977,1255994.0,651867.3718,0
5719578,1.0034816247582206,1.0050290135396518,1.0029013539651837,1.0038684719535784,2360927.0,5719578,1225624.3108,1116,922737.0,478875.9237,0
5719579,1.0036750483558994,1.0038684719535784,1.0021276595744681,1.0032882011605417,1209060.0,5719579,626980.2877,609,403819.0,209387.3692,0
5719580,1.0032882011605417,1.004642166344294,1.0032882011605417,1.004642166344294,833072.0,5719580,432432.4071,503,542458.0,281561.2868,0
5719581,1.004642166344294,1.0048355899419728,1.0036750483558994,1.0038684719535784,761299.0,5719581,395294.6045,388,308347.0,160105.6203,0
5719582,1.0038684719535784,1.0040618955512572,1.0032882011605417,1.0032882011605417,740915.0,5719582,384444.172,347,404709.0,209998.9557,0
5719583,1.0032882011605417,1.0034816247582206,1.0027079303675048,1.0029013539651837,303359.0,5719583,157332.6438,270,114191.0,59223.8029,0
5719584,1.0029013539651837,1.0034816247582206,1.001934235976789,1.002321083172147,912074.0,5719584,472895.3045,409,201675.0,104570.3294,0
5719585,1.002321083172147,1.002321083172147,0.9994197292069633,0.9998065764023211,1458837.0,5719585,755085.8076,578,366868.0,189822.224,0
5719586,0.9998065764023211,1.0007736943907155,0.9992263056092842,1.0001934235976788,1825786.0,5719586,944017.8594,704,932010.0,481924.2191,0
5719587,1.0003868471953579,1.0015473887814315,1.0,1.0005802707930367,2103776.0,5719587,1088559.0148,576,1131988.0,585772.9704,0
5719588,1.0005802707930367,1.0007736943907155,0.9984526112185687,1.0003868471953579,897915.0,5719588,464026.5684,462,498657.0,257679.6491,0
5719589,1.0005802707930367,1.0079303675048357,1.0001934235976788,1.0059961315280463,7026495.0,5719589,3648244.0535,2446,3994063.0,2072012.0993,0
5719590,1.0059961315280463,1.0063829787234042,1.0034816247582206,1.0040618955512572,1400480.0,5719590,727728.6658,606,512671.0,266327.5367,0
5719591,1.0038684719535784,1.007350096711799,1.0034816247582206,1.006769825918762,1061890.0,5719591,552171.9367,589,551386.0,286732.6553,0
5719592,1.006769825918762,1.0085106382978724,1.006769825918762,1.007350096711799,1429282.0,5719592,744525.5875,752,781769.0,407239.6128,0
5719593,1.0075435203094778,1.0087040618955512,1.006576402321083,1.0083172147001933,1384673.0,5719593,721526.2044,731,479827.0,250029.6125,0
5719594,1.0083172147001933,1.0083172147001933,1.0052224371373308,1.0059961315280463,1581437.0,5719594,823056.17,618,398870.0,207576.2109,0
5719595,1.0061895551257254,1.0061895551257254,1.004448742746615,1.0054158607350097,1542452.0,5719595,801558.4264,521,693728.0,360451.1844,0
5719596,1.0052224371373308,1.00715667311412,1.004642166344294,1.0061895551257254,1719980.0,5719596,894687.225,629,786123.0,408922.1756,0
5719597,1.0061895551257254,1.0081237911025145,1.0052224371373308,1.006963249516441,1579904.0,5719597,822347.221,620,812227.0,422661.1234,0
5719598,1.006769825918762,1.006769825918762,1.004448742746615,1.0048355899419728,1015165.0,5719598,527682.7633,466,348467.0,181101.7556,0
5719599,1.0050290135396518,1.0052224371373308,1.0032882011605417,1.0034816247582206,913032.0,5719599,474183.3357,499,247789.0,128709.287,0
5719600,1.0034816247582206,1.004255319148936,1.0011605415860734,1.0013539651837524,2166421.0,5719600,1122705.0162,928,866022.0,448875.9869,0
5719601,1.0013539651837524,1.0015473887814315,0.9986460348162475,0.9990328820116053,1231775.0,5719601,636876.4466,685,386510.0,199897.4546,0
5719602,0.9988394584139264,1.001934235976789,0.9988394584139264,1.0005802707930367,1076638.0,5719602,557032.7704,556,403640.0,208802.7942,0
5719603,1.0007736943907155,1.0007736943907155,0.997872340425532,0.9996131528046422,1632184.0,5719603,843024.6933,753,433514.0,223971.4685,0
5719604,0.9994197292069633,1.0013539651837524,0.9994197292069633,1.0009671179883946,644867.0,5719604,333557.705,331,512976.0,265318.0644,0
5719605,1.0007736943907155,1.0034816247582206,0.9998065764023211,1.002321083172147,2476432.0,5719605,1282104.8169,886,1489304.0,770813.5376,0
5719606,1.002321083172147,1.0032882011605417,1.001934235976789,1.0032882011605417,392587.0,5719606,203478.0582,272,127437.0,66053.3548,0
5719607,1.0032882011605417,1.0034816247582206,1.002321083172147,1.0032882011605417,772067.0,5719607,400337.5728,324,494189.0,256249.7331,0
5719608,1.0032882011605417,1.0048355899419728,1.0027079303675048,1.0032882011605417,653761.0,5719608,339195.3623,414,361467.0,187524.8462,0
5719609,1.0032882011605417,1.0038684719535784,1.0027079303675048,1.0032882011605417,389649.0,5719609,202136.3851,262,168558.0,87430.6633,0
5719610,1.0032882011605417,1.004255319148936,1.0027079303675048,1.0030947775628625,360822.0,5719610,187180.1536,237,173296.0,89906.5176,0
5719611,1.0030947775628625,1.0048355899419728,1.0029013539651837,1.004255319148936,425419.0,5719611,220828.7946,293,225351.0,116950.7945,0
5719612,1.0040618955512572,1.0050290135396518,1.0030947775628625,1.004642166344294,455968.0,5719612,236734.1653,294,181105.0,94023.1796,0
5719613,1.0048355899419728,1.0048355899419728,1.0034816247582206,1.004448742746615,381592.0,5719613,198055.8113,245,272004.0,141175.8963,0
5719614,1.004255319148936,1.0048355899419728,1.0038684719535784,1.0040618955512572,288267.0,5719614,149691.453,177,60201.0,31262.768,0
5719615,1.004255319148936,1.004448742746615,1.0032882011605417,1.004448742746615,348928.0,5719615,181098.5771,237,176249.0,91473.6595,0
